Rift Rivals 2018: LLN vs CLS vs CBLOL,1,12750,Keyd Stars
NA LCS Regional Finals 2018,2,-,Team SoloMid
NA LCS Regional Finals 2018,3,-,Echo Fox
NA LCS Regional Finals 2018,4,-,Clutch Gaming
LCK Regional Finals 2018,1,Worlds 2018,Gen.G
LCK Regional Finals 2018,2,-,KING-ZONE DragonX
LCK Regional Finals 2018,3,-,Griffin
LCK Regional Finals 2018,4,-,SK Telecom T1
Final Latinoamérica Movistar 2018,1,Infinity eSports,Infinity eSports
Final Latinoamérica Movistar 2018,2,Kaos Latin Gamers,Kaos Latin Gamers
LJL Summer 2018,1,Worlds 2018,DetonatioN FocusMe
LJL Summer 2018,2,-,Unsold Stuff Gaming
LJL Summer 2018,3,-,PENTAGRAM
LJL Summer 2018,4,-,Burning Core
CLS Closing 2018,1,-,Kaos Latin Gamers
CLS Closing 2018,2,-,Rebirth eSports
CLS Closing 2018,3,-,Isurus Gaming
CLS Closing 2018,4,-,Furious Gaming
LLN Closing 2018,1,-,Infinity eSports
LLN Closing 2018,2,-,Dash9 Gaming
LLN Closing 2018,3,-,Rainbow7
LLN Closing 2018,4,-,Predators eSports
LCL Summer 2018,1,29557.23,Gambit Esports
LCL Summer 2018,2,22167.92,Dragon Army
LCL Summer 2018,3,11083.96,M19
LCL Summer 2018,4,11083.96,Team Just Alpha
CK Summer 2018,1,-,DAMWON Gaming
CK Summer 2018,2,-,Team BattleComics
CK Summer 2018,3,-,Winners
CK Summer 2018,4,-,ES Sharks
CK Summer 2018,5,-,Kongdoo Monster
OPL Split 2 2018,1,11508.64,Dire Wolves
OPL Split 2 2018,3,2877.16,Legacy Esports
OPL Split 2 2018,2,5754.32,Chiefs Esports Club
OPL Split 2 2018,4,2877.16,ORDER
NA Academy League Summer 2018,1,10000,Cloud9 Academy
NA Academy League Summer 2018,2,7000,Counter Logic Gaming Academy
NA Academy League Summer 2018,3,4000,Team Liquid Academy
NA Academy League Summer 2018,4,4000,FlyQuest Academy
Demacia Cup 2018,1,77919.65,Royal Never Give Up
Demacia Cup 2018,2,-,Bilibili Gaming
Demacia Cup 2018,3,-,Invictus Gaming
Demacia Cup 2018,4,-,EDward Gaming
Globe Conquerors Manila 2018,1,100000,Ascension Gaming
Globe Conquerors Manila 2018,2,50000,MEGA
Globe Conquerors Manila 2018,3,25000,Kuala Lumpur Hunters
Globe Conquerors Manila 2018,4,25000,Resurgence
LDL Spring Finals 2018,1,Demacia Cup 2018,TyLoo
LDL Spring Finals 2018,2,Demacia Cup 2018,ShadowCream
LDL Spring Finals 2018,3,-,SinoDragon Club
LDL Spring Finals 2018,4,-,Unlimited Potential
TCL Winter 2018,1,-,SuperMassive eSports
TCL Winter 2018,2,-,Royal Bandits
TCL Winter 2018,3,-,YouthCrew Esports
TCL Winter 2018,4,-,Team AURORA
LLN Opening 2018,1,-,Rainbow7
LLN Opening 2018,2,-,Infinity eSports
LLN Opening 2018,3,-,Gaming Gaming
LLN Opening 2018,4,-,6Sense
LJL Spring 2018,1,,PENTAGRAM
LJL Spring 2018,2,-,DetonatioN FocusMe
LJL Spring 2018,3,-,Unsold Stuff Gaming
LJL Spring 2018,4,-,V3 Esports
European Masters Spring 2018,1,49460.89,Origen
European Masters Spring 2018,2,30913.05,Illuminar Gaming
European Masters Spring 2018,3,16696.48,MAD Lions
European Masters Spring 2018,4,16696.48,GamersOrigin
CLS Opening 2018,1,35238,Kaos Latin Gamers
CLS Opening 2018,2,17619,Rebirth eSports
CLS Opening 2018,3,5873,Isurus Gaming
CLS Opening 2018,4,4111,Rebirth eSports
CBLOL Summer 2018,1,-,KaBuM! e-Sports
CBLOL Summer 2018,2,-,Keyd Stars
CBLOL Summer 2018,3,-,RED Canids
CBLOL Summer 2018,4,-,CNB e-Sports Club
CK Spring 2018,1,-,Griffin
CK Spring 2018,2,-,Ever8 Winners
CK Spring 2018,3,-,Team BattleComics
CK Spring 2018,4,-,DAMWON Gaming
CK Spring 2018,5,-,APK Prince
ECS Spring 2018,1,8548.09,Afro Beast
ECS Spring 2018,2,5128.85,17 Academy
ECS Spring 2018,3,3419.24,Kowloon Esports
ECS Spring 2018,4,-,K Special Forces
VCS Spring 2018,1,22000,EVOS Esports
VCS Spring 2018,2,8800,GIGABYTE Marines
VCS Spring 2018,3,6600,UTM Esports
VCS Spring 2018,4,5500,Young Generation
GPL Spring 2018,1,MSI 2018,Ascension Gaming
GPL Spring 2018,2,-,Kuala Lumpur Hunters
GPL Spring 2018,3,-,Mineski
GPL Spring 2018,4,-,Sovereign
LCL Spring 2018,1,37231.71,Gambit Esports
LCL Spring 2018,2,28317.07,RoX
LCL Spring 2018,3,18878.05,Team Just Alpha
LCL Spring 2018,4,10138.21,M19
OPL Split 1 2018,1,12349,Dire Wolves
OPL Split 1 2018,2,6175,Chiefs Esports Club
OPL Split 1 2018,3,3087,Legacy Esports
OPL Split 1 2018,4,3087,ORDER
V4 Future Sports Festival,1,184683.26,eSuba
V4 Future Sports Festival,2,92346.79,Illuminar Gaming
V4 Future Sports Festival,3,46173.39,Rift Esports
V4 Future Sports Festival,4,46173.39,xD
NA Academy League Spring 2018,1,10000,FlyQuest Academy
NA Academy League Spring 2018,2,7000,Echo Fox Academy
NA Academy League Spring 2018,3,4000,Team Liquid Academy
NA Academy League Spring 2018,4,4000,Cloud9 Academy
Superliga ABCDE Season 1,1,-,INTZ eSports
Superliga ABCDE Season 1,2,-,ProGaming Esports
Superliga ABCDE Season 1,3,-,Team oNe eSports
Superliga ABCDE Season 1,4,-,paiN Gaming
Demacia Championship 2017,1,76255,EDward Gaming
Demacia Championship 2017,2,45753,Snake Esports
Demacia Championship 2017,3,30502,Invictus Gaming
Demacia Championship 2017,4,30502,JD Gaming
KeSPA Cup 2017,1,36552,KT Rolster
KeSPA Cup 2017,2,18276,Longzhu Gaming
KeSPA Cup 2017,3,9138,Samsung Galaxy
KeSPA Cup 2017,4,9138,SK Telecom T1
NEST 2017,1,60371.60,Invictus Gaming
NEST 2017,2,22639.35,JD Gaming
NEST 2017,3,12074.32,LGD Gaming
NEST 2017,4,-,Snake Esports
NA LCS Regional Finals 2017,1,,Cloud9
NA LCS Regional Finals 2017,2,-,Counter Logic Gaming
NA LCS Regional Finals 2017,3,-,FlyQuest
NA LCS Regional Finals 2017,4,-,Team Dignitas
EU LCS Regional Finals 2017,1,Worlds 2017,Fnatic
EU LCS Regional Finals 2017,2,-,H2K
EU LCS Regional Finals 2017,3,-,Unicorns Of Love
EU LCS Regional Finals 2017,4,-,Splyce
LCL Summer 2017,1,26797,Gambit Esports
LCL Summer 2017,2,17864,M19
LCL Summer 2017,3,13398,Virtus.pro
LCL Summer 2017,4,13398,Team Just Alpha
LPL Regional Finals 2017,1,Worlds 2017,Team WE
LPL Regional Finals 2017,2,-,Invictus Gaming
LPL Regional Finals 2017,3,-,Oh My God
OPL Split 2 2017,1,12000,Dire Wolves
OPL Split 2 2017,2,6000,Chiefs Esports Club
OPL Split 2 2017,3,3000,Legacy Esports
OPL Split 2 2017,4,3000,Sin Gaming
CBLOL Winter 2017,1,22238,Team oNe eSports
CBLOL Winter 2017,2,12707,paiN Gaming
CBLOL Winter 2017,3,7942,INTZ eSports
CBLOL Winter 2017,4,7942,RED Canids
LCK Regional Finals 2017,1,,Samsung Galaxy
LCK Regional Finals 2017,2,-,KT Rolster
LCK Regional Finals 2017,3,-,Afreeca Freecs
LCK Regional Finals 2017,4,-,MVP
LMS Regional Finals 2017,1,,Hong Kong Attitude
LMS Regional Finals 2017,2,-,Raise Gaming
LMS Regional Finals 2017,3,-,J Team
LMS Regional Finals 2017,4,-,Machi Esports
GPL Summer 2017,1,Worlds 2017,GIGABYTE Marines
GPL Summer 2017,2,Worlds 2017,Young Generation
GPL Summer 2017,3,-,Ascension Gaming
GPL Summer 2017,4,-,Manila Eagles
LLN Closing 2017,1,-,Lyon Gaming
LLN Closing 2017,2,-,Infinity eSports
LLN Closing 2017,3,-,Just Toys Havoks
LLN Closing 2017,4,-,Predators eSports
LJL Summer 2017,1,,Rampage
LJL Summer 2017,2,-,DetonatioN FocusMe
LJL Summer 2017,3,-,7th heaven
LJL Summer 2017,4,-,Unsold Stuff Gaming
CK Summer 2017,1,17601,CJ Entus
CK Summer 2017,2,10560,Kongdoo Monster
CK Summer 2017,3,7040,APK Prince
CK Summer 2017,4,5280,Griffin
LSPL Summer 2017,1,44833,Vici Gaming
LSPL Summer 2017,2,29886,Young Miracles
LSPL Summer 2017,3,14943,Game Talents
LSPL Summer 2017,4,-,Legend Dragon
CLS Closing 2017,1,21639,Kaos Latin Gamers
CLS Closing 2017,2,10819,Isurus Gaming
CLS Closing 2017,3,5410,Furious Gaming
CLS Closing 2017,4,2705,Last Kings
TCL Summer 2017,1,-,1907 Fenerbahçe Esports
TCL Summer 2017,2,-,SuperMassive eSports
TCL Summer 2017,3,-,Crew e-Sports Club
TCL Summer 2017,4,-,Team AURORA
EU CS Summer 2017,1,13981,Giants Gaming
EU CS Summer 2017,2,13981,FC Schalke 04 Esports
EU CS Summer 2017,3,7528,Wind and Rain
EU CS Summer 2017,4,7528,Red Bulls
ECS Summer 2017,1,8265,ahq Fighter
ECS Summer 2017,2,4959,17 Academy
ECS Summer 2017,3,3306,J Team 2
ECS Summer 2017,4,-,Hong Kong Attitude Mage
NA CS Summer 2017,1,10000,Gold Coin United
NA CS Summer 2017,2,7000,eUnited
NA CS Summer 2017,3,4000,Big Gods Jackals
NA CS Summer 2017,4,4000,Tempo Storm
Demacia Cup 2017,1,72589,Royal Never Give Up
Demacia Cup 2017,2,43553,I May
Demacia Cup 2017,3,29035,Invictus Gaming
Demacia Cup 2017,4,29035,Vici Gaming
GPL Spring 2017,1,MSI 2017,GIGABYTE Marines
GPL Spring 2017,2,-,Ascension Gaming
GPL Spring 2017,3,-,Mineski
GPL Spring 2017,4,-,Kuala Lumpur Hunters
OPL Split 1 2017,1,7502,Dire Wolves
OPL Split 1 2017,2,3751,Legacy eSports
OPL Split 1 2017,3,1875,Sin Gaming
OPL Split 1 2017,4,938,Chiefs Esports Club
LLN Opening 2017,1,-,Lyon Gaming
LLN Opening 2017,2,-,Just Toys Havoks
LLN Opening 2017,3,-,Predators eSports
LLN Opening 2017,4,-,Zaga Talent Gaming
LCL Spring 2017,1,26797,Virtus.pro
LCL Spring 2017,2,17864,Vaevictis eSports
LCL Spring 2017,3,13398,Vega Squadron
LCL Spring 2017,4,13398,M19
EU CS Spring 2017,1,13981,Misfits Academy
EU CS Spring 2017,2,13981,Fnatic Academy
EU CS Spring 2017,3,7528,FC Schalke 04 Esports
EU CS Spring 2017,4,7528,Paris Saint-Germain eSports
CBLOL Summer 2017,1,22238,RED Canids
CBLOL Summer 2017,2,12707,Keyd Stars
CBLOL Summer 2017,3,7942,paiN Gaming
CBLOL Summer 2017,4,7942,INTZ eSports
IEM Season XI - Gyeonggi,1,50000,Samsung Galaxy
IEM Season XI - Gyeonggi,2,20000,Kongdoo Monster
IEM Season XI - Gyeonggi,3,10000,Team Liquid
IEM Season XI - Gyeonggi,4,10000,Immortals
IEM Season XI - Oakland,1,50000,Unicorns Of Love
IEM Season XI - Oakland,2,20000,Flash Wolves
IEM Season XI - Oakland,3,10000,Team SoloMid
IEM Season XI - Oakland,4,10000,Longzhu Gaming
KeSPA Cup 2016,1,34216,ROX Tigers
KeSPA Cup 2016,2,17108,Kongdoo Monster
KeSPA Cup 2016,3,8554,ESC Ever
KeSPA Cup 2016,4,8554,SK Telecom T1
IEM Season XI - Challenger,1,,INTZ eSports
IEM Season XI - Challenger,2,,Chiefs Esports Club
IEM Season XI - Challenger,3,-,Lyon Gaming
IEM Season XI - Challenger,4,-,Kaos Latin Gamers
IEM Season XI - Challenger,5,,Dark Passage
IEM Season XI - Challenger,6,,Vega Squadron
IEM Season XI - Challenger,7,-,Saigon Jokers
IEM Season XI - Challenger,8,-,Rampage
EU LCS Regional Finals 2016,1,Worlds 2016,Splyce
EU LCS Regional Finals 2016,2,-,Unicorns Of Love
EU LCS Regional Finals 2016,3,-,Fnatic
EU LCS Regional Finals 2016,4,-,Giants Gaming
LCK Regional Finals 2016,1,,Samsung Galaxy
LCK Regional Finals 2016,2,-,KT Rolster
LCK Regional Finals 2016,3,-,Afreeca Freecs
LCK Regional Finals 2016,4,-,Jin Air Green Wings
CLN Closing 2016,1,-,Lyon Gaming
CLN Closing 2016,2,-,Just Toys Havoks
CLN Closing 2016,3,-,Zaga Talent Gaming
CLN Closing 2016,4,-,Galactic Gamers
EU CS Summer 2016,1,10703,Misfits Gaming
EU CS Summer 2016,2,7730,Millenium
EU CS Summer 2016,3,4162,Epsilon eSports
EU CS Summer 2016,4,4162,Huma
CBLOL Winter 2016,1,4500,INTZ eSports
CBLOL Winter 2016,2,2400,CNB e-Sports Club
CBLOL Winter 2016,3,1800,paiN Gaming
CBLOL Winter 2016,4,1800,Keyd Stars
CLN Opening 2016,1,-,TBD
CLN Opening 2016,2,-,TBD
CLN Opening 2016,3,-,TBD
CLN Opening 2016,4,-,TBD
EU CS Spring 2016,1,10703,Huma
EU CS Spring 2016,2,7730,Copenhagen Wolves
EU CS Spring 2016,3,4162,Inspire eSports
EU CS Spring 2016,4,4162,Millenium
CBLOL Summer 2016,1,4218.45,INTZ eSports
CBLOL Summer 2016,2,2249.84,Keyd Stars
CBLOL Summer 2016,3,1687.38,Operation Kino
CBLOL Summer 2016,4,1687.38,KaBuM! e-Sports
IEM Season X - Cologne,1,25000,ESC Ever
IEM Season X - Cologne,2,11000,Qiao Gu Reapers
IEM Season X - Cologne,3,5000,Fnatic
IEM Season X - Cologne,4,5000,H2K
IEM Season X - San Jose,1,25000,Origen
IEM Season X - San Jose,2,11000,Counter Logic Gaming
IEM Season X - San Jose,3,5000,Team SoloMid
IEM Season X - San Jose,4,5000,Jin Air Green Wings
EU LCS Regional Finals 2015,1,Worlds 2015,Origen
EU LCS Regional Finals 2015,2,-,Unicorns Of Love
EU LCS Regional Finals 2015,3,-,Team ROCCAT
EU LCS Regional Finals 2015,4,-,Giants Gaming
KeSPA Cup 2015,1,34684.8,ESC Ever
KeSPA Cup 2015,2,17342.4,CJ Entus
KeSPA Cup 2015,3,8671.2,KT Rolster
KeSPA Cup 2015,4,8671.2,SK Telecom T1
EU CS Summer 2015,1,9599,Team Dignitas EU
EU CS Summer 2015,2,6719,mousesports
EU CS Summer 2015,3,4799,Gamers2
EU CS Summer 2015,4,2880,Denial eSports EU
CBLOL Winter 2015,1,16800,paiN Gaming
CBLOL Winter 2015,2,8400,INTZ eSports
CBLOL Winter 2015,3,5600,Keyd Stars
CBLOL Winter 2015,4,3500,g3nerationX
CBLOL Summer 2015,1,19728.6,INTZ eSports
CBLOL Summer 2015,2,9864.3,Keyd Stars
CBLOL Summer 2015,3,6576.2,paiN Gaming
CBLOL Summer 2015,4,4110.13,KaBuM! Black
EU CS Spring 2015,1,9599,Origen
EU CS Spring 2015,2,6719,Copenhagen Wolves Academy
EU CS Spring 2015,3,4799,Reason Gaming
EU CS Spring 2015,4,2880,Gamers2
IEM Season IX - World Championship,1,108414,Team SoloMid
IEM Season IX - World Championship,2,30000,Team WE
IEM Season IX - World Championship,3,15000,Flash Wolves
IEM Season IX - World Championship,4,15000,GE Tigers
IEM Season IX - Taipei,1,25000,Flash Wolves
IEM Season IX - Taipei,2,11000,Taipei Assassins
IEM Season IX - Taipei,3,5000,ahq e-Sports Club
IEM Season IX - Taipei,4,5000,Saigon Jokers
IEM Season IX - Cologne,1,12500,Gambit Gaming
IEM Season IX - Cologne,2,6500,Counter Logic Gaming
IEM Season IX - Cologne,3,3500,Team ROCCAT
IEM Season IX - Cologne,4,3500,Team Dignitas
IEM Season IX - San Jose,1,25000,Cloud9
IEM Season IX - San Jose,2,11000,Unicorns Of Love
IEM Season IX - San Jose,3,5000,Alliance
IEM Season IX - San Jose,4,5000,Team SoloMid
EU CS Summer 2014,1,16000,H2K
EU CS Summer 2014,2,10000,SK Gaming Prime
EU CS Summer 2014,3,8000,Unicorns Of Love
EU CS Summer 2014,4,3000,Ninjas in Pyjamas
Riot Brazilian Champion League 2014,1,19800,Keyd Stars
Riot Brazilian Champion League 2014,2,11000,paiN Gaming
Riot Brazilian Champion League 2014,3,5500,CNB e-Sports Club
Riot Brazilian Champion League 2014,4,3300,KaBuM! e-Sports
IEM Season IX - Shenzhen,1,3500,Team WE
IEM Season IX - Shenzhen,2,1500,EDward Gaming
IEM Season IX - Shenzhen,3,-,Oh My God
IEM Season IX - Shenzhen,4,-,Invictus Gaming
2014 Season Brazil Regional Finals,1,24200,KaBuM! e-Sports
2014 Season Brazil Regional Finals,2,11000,CNB e-Sports Club
2014 Season Brazil Regional Finals,3,4400,Keyd Stars
2014 Season Brazil Regional Finals,4,4400,paiN Gaming
EU CS Spring 2014,1,16000,Cloud9 Eclipse
EU CS Spring 2014,2,10000,Ninjas in Pyjamas
EU CS Spring 2014,3,8000,Denial eSports EU
EU CS Spring 2014,4,3000,Reason Gaming
IEM Season VIII - Sao Paulo,1,15000,Millenium
IEM Season VIII - Sao Paulo,2,6500,paiN Gaming
IEM Season VIII - Sao Paulo,3,4500,Seven Wars e-Sports
IEM Season VIII - Sao Paulo,4,4500,oceloteWorld
IEM Season VIII - Singapore,1,25000,Invictus Gaming
IEM Season VIII - Singapore,2,10000,CJ Entus Frost
IEM Season VIII - Singapore,3,5000,Taipai Snipers
IEM Season VIII - Singapore,4,5000,Saigon Jokers
IEM Season VIII - Singapore,5,10000,CGA LEGENDs
IEM Season VIII - Singapore,6,5000,Hong Kong Attitude
IEM Season VIII - Singapore,7,2500,DetonatioN FocusMe
IEM Season VIII - Singapore,8,2500,Kuala Lumpur Hunters
IEM Season VIII - Cologne,1,18500,Gambit Gaming
IEM Season VIII - Cologne,2,7500,Fnatic
IEM Season VIII - Cologne,3,5000,Cloud9
IEM Season VIII - Cologne,4,5000,Counter Logic Gaming
IEM Season VIII - Cologne,5,17000,Copenhagen Wolves
IEM Season VIII - Cologne,6,8000,Ninjas in Pyjamas
IEM Season VIII - Cologne,7,2500,TCM Gaming
IEM Season VIII - Cologne,8,2500,SK Gaming
IEM Season VIII - Shanghai,1,18000,Team WE
IEM Season VIII - Shanghai,2,8000,Invictus Gaming
IEM Season VIII - Shanghai,3,2000,Oh My God
IEM Season VIII - Shanghai,4,2000,Royal Club
Riot Brazilian Champion League 2013,1,30000,paiN Gaming
Riot Brazilian Champion League 2013,2,15000,CNB e-Sports Club
Riot Brazilian Champion League 2013,3,5000,RMA e-Sports
Riot Brazilian Champion League 2013,4,5000,Nex Impetus
IEM Season VII - Sao Paulo,1,15500,Incredible Miracle
IEM Season VII - Sao Paulo,2,8500,Anexis eSports
IEM Season VII - Sao Paulo,3,4500,Millenium
IEM Season VII - Sao Paulo,4,4500,Meet Your Makers
IEM Season VII - Katowice,1,15500,Gambit Gaming
IEM Season VII - Katowice,2,8500,Azubu Blaze
IEM Season VII - Katowice,3,4500,Fnatic
IEM Season VII - Katowice,4,4500,Azubu Frost
IEM Season VII - Singapore,1,15500,Meet Your Makers
IEM Season VII - Singapore,2,8500,Absolute Legends NA
IEM Season VII - Singapore,3,4500,Kuala Lumpur Hunters
IEM Season VII - Singapore,4,4500,itadakimasu
IEM Season VII - Cologne,1,15500,SK Telecom T1
IEM Season VII - Cologne,2,8500,Fnatic
IEM Season VII - Cologne,3,4500,Meet Your Makers
IEM Season VII - Cologne,4,4500,CJ Entus
DreamHack Winter 2012,1,18713,Fnatic
DreamHack Winter 2012,2,12725,Counter Logic Gaming Europe
DreamHack Winter 2012,3,4491,Copenhagen Wolves
DreamHack Winter 2012,4,4491,Sju Sjösjuka Sjömän
Riot Brazilian Champion League 2012,1,25000,vTi Ignis
Riot Brazilian Champion League 2012,2,12500,vTi Nox
Riot Brazilian Champion League 2012,3,7500,paiN Gaming
Riot Brazilian Champion League 2012,4,5000,Insight eSports
DreamHack Summer 2012,1,15000,Counter Logic Gaming Europe
DreamHack Summer 2012,2,10000,Moscow Five
DreamHack Summer 2012,3,5000,Team Curse Europe
DreamHack Summer 2012,4,2800,Fnatic
MLG Pro Circuit 2012 - Anaheim,1,20000,Team SoloMid
MLG Pro Circuit 2012 - Anaheim,3,5000,Team Dignitas
MLG Pro Circuit 2012 - Anaheim,2,12000,Counter Logic Gaming
MLG Pro Circuit 2012 - Anaheim,4,3000,Team Dynamic
IGN Pro League Season 4,1,25000,Team SoloMid
IGN Pro League Season 4,2,12500,Counter Logic Gaming
IGN Pro League Season 4,3,5000,Team Dignitas
IGN Pro League Season 4,4,2500,Monomaniac eSports
IEM Season VI - Kiev,1,12000,Moscow Five
IEM Season VI - Kiev,2,6000,Team SoloMid
IEM Season VI - Kiev,3,3400,Team Dignitas
IEM Season VI - Kiev,4,2400,SK Gaming
IEM Season VI - New York,1,12000,Fnatic
IEM Season VI - New York,2,6000,SK Gaming
IEM Season VI - New York,3,3400,Team Sypher
IEM Season VI - New York,4,2400,Counter Logic Gaming
IEM Season VI - Guangzhou,1,12000,Team WE
IEM Season VI - Guangzhou,2,6000,Counter Logic Gaming
IEM Season VI - Guangzhou,3,3400,SK Gaming
IEM Season VI - Guangzhou,4,2400,EHOME
IEM Season V - Hanover,1,5950,myRevenge
IEM Season V - Hanover,2,3350,against All authority
IEM Season V - Hanover,3,2450,SK Gaming
IEM Season V - Hanover,4,1750,Team Dignitas EU
IEM Season VI - Cologne,1,12000,Counter Logic Gaming
IEM Season VI - Cologne,2,6000,Team SoloMid
IEM Season VI - Cologne,3,3400,Fnatic
IEM Season VI - Cologne,4,2400,Millenium
